53924	35.07	107.62	967.8	32	灵台	甘肃	甘肃	甘肃
56081	34.70	103.35	2811.4	32	临潭	甘肃	甘肃	甘肃
56192	32.95	104.67	1015.5	32	文县	甘肃	甘肃	甘肃
57007	34.18	105.18	1405.8	32	礼县	甘肃	甘肃	甘肃
53917	35.22	106.07	1632.2	32	庄浪	甘肃	甘肃	甘肃
52557	39.15	100.17	1454.9	32	临泽	甘肃	甘肃	甘肃
52881	36.98	103.18	2486	4	天祝	甘肃	甘肃	甘肃
59287	23.22	113.48	71.5	1	广州	广东	广东	广东
59316	23.40	116.68	3.9		2	汕头	广东	广东	广东
59072	24.80	112.37	132.2	4	连州	广东	广东	广东
59082	24.67	113.60	122.3	4	韶关	广东	广东	广东
59117	24.27	116.10	88.7	4	梅县	广东	广东	广东
59293	23.80	114.73	71.6	4	河源	广东	广东	广东
59456	22.35	110.93	86		4	信宜	广东	广东	广东
59493	22.53	114.00	63.9	4	深圳	广东	广东	广东
59501	22.80	115.37	17.7	4	汕尾	广东	广东	广东
59658	21.15	110.30	54.1	4	湛江	广东	广东	广东
59663	21.83	111.97	90.8	4	阳江	广东	广东	广东
57996	25.13	114.32	135.7	16	南雄	广东	广东	广东
59096	24.37	114.48	215.7	16	连平	广东	广东	广东
59271	23.63	112.43	58.2	16	广宁	广东	广东	广东
59278	23.03	112.45	41.9	16	高要	广东	广东	广东
59298	23.08	114.42	23.2	16	惠阳	广东	广东	广东
59478	22.25	112.78	33.7	16	台山	广东	广东	广东
59754	20.33	110.18	56.7	16	徐闻	广东	广东	广东
59673	21.73	112.77	22.3	8	上川岛	广东	广东	广东
57988	25.15	113.35	103.5	32	乐昌	广东	广东	广东
57989	25.10	113.73	99.2	32	仁化	广东	广东	广东
59075	24.48	112.63	71.3	32	阳山	广东	广东	广东
59081	24.78	113.27	98.9	32	乳源	广东	广东	广东
59090	24.95	114.07	104.1	32	始兴	广东	广东	广东
59094	24.35	114.12	184.6	32	翁源	广东	广东	广东
59099	24.45	114.93	174.6	32	和平	广东	广东	广东
59106	24.58	115.90	153.5	32	平远	广东	广东	广东
59107	24.10	115.25	100		32	龙川	广东	广东	广东
59109	24.15	115.73	124.5	32	兴宁	广东	广东	广东
59114	24.65	116.17	136.4	32	蕉岭	广东	广东	广东
59116	24.33	116.70	81.9	32	大埔	广东	广东	广东
59268	23.25	111.53	30.1	32	郁南	广东	广东	广东
59269	23.17	111.78	47.8	32	德庆	广东	广东	广东
59270	23.92	112.18	85.6	32	怀集	广东	广东	广东
59280	23.72	113.08	79.9	32	清远	广东	广东	广东
59284	23.42	113.23	39.8	32	花都	广东	广东	广东
59285	23.57	113.60	39.2	32	从化	广东	广东	广东
59289	22.97	113.73	56.8	32	东莞	广东	广东	广东
59290	23.73	114.23	71.1	32	龙门	广东	广东	广东
59297	23.18	114.28	17.9	32	博罗	广东	广东	广东
59303	23.93	115.77	121.8	16	五华	广东	广东	广东
59306	23.45	115.85	81.5	32	揭西	广东	广东	广东
59310	23.77	116.18	46.2	32	丰顺	广东	广东	广东
59312	23.67	116.63	11.6	32	潮州	广东	广东	广东
59313	23.68	116.98	45.5	32	饶平	广东	广东	广东
59314	23.30	116.13	29.8	32	普宁	广东	广东	广东
59315	23.58	116.40	44		32	揭阳	广东	广东	广东
59319	23.43	116.83	4.6		32	澄海	广东	广东	广东
59324	23.43	117.03	8		32	南澳	广东	广东	广东
59470	22.72	112.22	29.8	32	新兴	广东	广东	广东
59471	22.93	112.05	102.6	32	云浮	广东	广东	广东
59473	22.77	112.97	20.6	32	鹤山	广东	广东	广东
59475	22.40	112.65	28.5	32	开平	广东	广东	广东
59476	22.53	113.03	37.1	32	新会	广东	广东	广东
59477	22.18	112.30	25.9	32	恩平	广东	广东	广东
59481	22.93	113.32	13.2	32	番禺	广东	广东	广东
59485	22.50	113.40	34.5	32	中山	广东	广东	广东
59487	22.23	113.30	24.3	32	斗门	广东	广东	广东
59488	22.28	113.57	52.3	32	珠海	广东	广东	广东
59492	22.97	114.73	48.2	32	惠东	广东	广东	广东
59650	21.40	110.25	32.3	32	遂溪	广东	广东	广东
59653	21.93	110.85	32		32	高州	广东	广东	广东
59654	21.63	110.30	30		32	廉江	广东	广东	广东
59655	21.65	110.62	33		32	化州	广东	广东	广东
59656	21.40	110.82	28		32	吴川	广东	广东	广东
59087	23.88	113.52	98.2	16	佛冈	广东	广东	广东
59462	22.70	111.60	60.9	16	罗定	广东	广东	广东
59664	21.53	110.98	32.4	16	电白	广东	广东	广东
59317	23.03	116.30	15.3	16	惠来	广东	广东	广东
59071	24.73	112.28	175.1	32	连南	广东	广东	广东
59088	24.18	113.42	75.3	32	英德	广东	广东	广东
59097	24.05	114.20	199.3	32	新丰	广东	广东	广东
59276	23.35	112.65	41		32	四会	广东	广东	广东
